ID,PosX,PosY,batch
0.0,0.08020032942295074,0.4775370657444,0.0
1.0,0.11050776392221451,0.4850956201553345,0.0
2.0,0.139873206615448,0.47410476207733154,0.0
3.0,0.05848098173737526,0.5053120255470276,0.0
4.0,0.030407320708036423,0.5433059334754944,1.0
5.0,0.0649678036570549,0.4590006470680237,1.0
6.0,0.1403992474079132,0.4707840085029602,1.0
7.0,0.10404213517904282,0.5183327794075012,1.0
8.0,0.09272084385156631,0.49036991596221924,1.0
9.0,0.06818987429141998,0.5158866047859192,1.0
10.0,0.11662525683641434,0.517767071723938,1.0
11.0,0.09775365889072418,0.5015173554420471,1.0
12.0,0.007508385460823774,0.4744930565357208,1.0
13.0,0.05054948106408119,0.5138198137283325,1.0
14.0,0.12844109535217285,0.4531271159648895,1.0
15.0,0.011587097309529781,0.49106377363204956,1.0
16.0,0.0333368144929409,0.47856011986732483,1.0
17.0,0.059682540595531464,0.45580634474754333,1.0
18.0,0.13872213661670685,0.5452407598495483,1.0
19.0,0.04796340689063072,0.5257174372673035,1.0
20.0,0.8366458415985107,0.48875442147254944,1.0
21.0,0.8372181057929993,0.5343132019042969,1.0
22.0,0.8541867733001709,0.4789329469203949,1.0
23.0,0.7834113836288452,0.4706658124923706,1.0
24.0,0.7940738201141357,0.5317044854164124,1.0
25.0,0.8963672518730164,0.48857229948043823,1.0
26.0,0.8171861171722412,0.49090954661369324,1.0
27.0,0.7853361368179321,0.5086528658866882,1.0
28.0,0.8319165110588074,0.5431108474731445,1.0
29.0,0.7883968949317932,0.4529089033603668,1.0
30.0,0.7849434018135071,0.5327273607254028,1.0
31.0,0.8279759883880615,0.5219780802726746,1.0
32.0,0.8085193634033203,0.5251612067222595,1.0
33.0,0.810199499130249,0.4998795986175537,1.0
34.0,0.8348296284675598,0.4860191345214844,1.0
35.0,0.7949153184890747,0.4927603304386139,1.0
36.0,0.5222072005271912,0.7636339068412781,1.0
37.0,0.482862651348114,0.6947948336601257,1.0
38.0,0.5009258389472961,0.5627678632736206,1.0
39.0,0.5409479737281799,0.7452238202095032,1.0
40.0,0.5007405281066895,0.7884513735771179,1.0
41.0,0.45884960889816284,0.598548173904419,1.0
42.0,0.5440136194229126,0.6393619775772095,1.0
43.0,0.47718918323516846,0.7863349914550781,1.0
44.0,0.45214664936065674,0.7831549048423767,1.0
45.0,0.4739679992198944,0.7060550451278687,1.0
46.0,0.523360550403595,0.6243512034416199,1.0
47.0,0.5000072717666626,0.7548725605010986,1.0
48.0,0.5107486844062805,0.5531928539276123,1.0
49.0,0.5274264812469482,0.7002584338188171,1.0
50.0,0.46465638279914856,0.7878710031509399,1.0
51.0,0.4573433995246887,0.557435929775238,1.0
52.0,0.5135372877120972,0.6892856359481812,1.0
53.0,0.5420690774917603,0.622587263584137,1.0
54.0,0.5143416523933411,0.7779950499534607,1.0
55.0,0.5163731575012207,0.6230342984199524,1.0
56.0,0.464913934469223,0.7271360754966736,1.0
57.0,0.495954692363739,0.6803982257843018,1.0
58.0,0.5091496706008911,0.7640416026115417,1.0
59.0,0.4921010434627533,0.7959083914756775,1.0
